Eu confiei em você Amamos piqueniques Como é que o seu filho se chama O carro é azul.,CONFIAR VOCÊ AMAR PIQUENIQUE COMO NOME SEU FILHO CARRO  AZUL [PONTO]
Beba seu leite Alguém tem de pagar o preço O ar estava úmido O carro é azul.,BEBER SEU LEITE ALGUÉM PAGAR PREÇO AR ÚMIDO CARRO  AZUL [PONTO]
Ele sabe falar francês Seja discreto Ele veio Como é que o seu filho se chama?,ELE SABER FALAR JAPONÊS DISCRETO ELE VIR COMO NOME SEU FILHO [INTERROGAÇÃO]
Eu como pão Barbear leva tempo Alguém pisou no meu pé O celeiro está em chamas.,COMER PÃO BARBEAR DEMORAR ALGUÉM PISAR MEU PÉ CELEIRO FOGO [PONTO]
O ar estava úmido A criança quase se afogou Eles estão felizes Amamos piqueniques.,AR ÚMIDO CRIANÇA QUASE AFOGAR  ELES FELIZ AMAR PIQUENIQUE [PONTO]
O carro é azul Eu amo a minha filha Como se soletra isso Tenha cuidado com o Tom.,CARRO  AZUL AMAR MEU FILHO COMO SOLETRAR CUIDADO TOM [PONTO]
Como é que sabemos isso Como se soletra isso Leva tempo Leva tempo.,COMO SABER COMO SOLETRAR DEMORAR DEMORAR [PONTO]
Barbear leva tempo O ar estava úmido Eu assustei Tom A criança quase se afogou.,BARBEAR DEMORAR AR ÚMIDO ASSUSTAR TOM CRIANÇA QUASE AFOGAR  [PONTO]
Uma delas é a recorrer a arquitectura e engenharia inteiramente idealizadas para o sistema LSF A criança quase se afogou O ar estava úmido Os agricultores estão plantado arroz.,DELAS  RECORRER ARQUITECTURA ENGENHARIA INTEIRAMENTE IDEALIZADA SISTEMA LSF CRIANÇA QUASE AFOGAR  AR ÚMIDO AGRICULTOR PLANTAR ARROZ [PONTO]
Foi complicado Tem certeza Comece Tem certeza?,DIFÍCIL CERTEZA COMEÇAR CERTEZA [INTERROGAÇÃO]
Seja discreto A criança quase se afogou Como se soletra isso Eu assustei Tom.,DISCRETO CRIANÇA QUASE AFOGAR  COMO SOLETRAR ASSUSTAR TOM [PONTO]
A criança quase se afogou A minha cabeça dói Ele sabe falar francês O cachorro parece estar com alguma doença.,CRIANÇA QUASE AFOGAR  CABEÇA DOER ELE SABER FALAR JAPONÊS CACHORRO DOENTE [PONTO]
Estou acostumado a isto Ele veio Como você a conheceu Tenha cuidado com o Tom.,ACUSTUMAR ELE VIR COMO VOCÊ CONHECER CUIDADO TOM [PONTO]
Como se soletra isso Agora você é adulta Estou acostumado a isto Beba seu leite.,COMO SOLETRAR AGORA VOCÊ ADULTO ACUSTUMAR BEBER SEU LEITE [PONTO]
Leva tempo Beba seu leite Alguém pisou no meu pé Leva tempo.,DEMORAR BEBER SEU LEITE ALGUÉM PISAR MEU PÉ DEMORAR [PONTO]
Amamos piqueniques Comece Amamos piqueniques Leva tempo.,AMAR PIQUENIQUE COMEÇAR AMAR PIQUENIQUE DEMORAR [PONTO]
Algumas pessoas se matam Eles estão felizes Como você a conheceu Alguém tem de pagar o preço.,ALGUMA PESSOA MATAR ELES FELIZ COMO VOCÊ CONHECER ALGUÉM PAGAR PREÇO [PONTO]
Comece Uma delas é a recorrer a arquitectura e engenharia inteiramente idealizadas para o sistema LSF Beba seu leite Tem certeza?,COMEÇAR DELAS  RECORRER ARQUITECTURA ENGENHARIA INTEIRAMENTE IDEALIZADA SISTEMA LSF BEBER SEU LEITE CERTEZA [INTERROGAÇÃO]
Os agricultores estão plantado arroz Isso demorou meses Como se soletra isso Leva tempo.,AGRICULTOR PLANTAR ARROZ DEMORAR MES COMO SOLETRAR DEMORAR [PONTO]
Alguém tem de pagar o preço O carro é azul O carro de Tom ficou sem gasolina Como você a conheceu?,ALGUÉM PAGAR PREÇO CARRO  AZUL CARRO TOM SEM GASOLINA COMO VOCÊ CONHECER [INTERROGAÇÃO]
Eu adoro ambas Alguém vai comer isso Eu como pão Tem certeza?,ADORO AMBOS ALGUÉM COMER COMER PÃO CERTEZA [INTERROGAÇÃO]
Como você a conheceu Aprimore suas habilidades Bebe este suco O celeiro está em chamas.,COMO VOCÊ CONHECER APRIMORAR SUA HABILIDADE BEBER ESTE SUCO CELEIRO FOGO [PONTO]
Não bata a porta Aonde ela foi ontem Quem quer chá Os agricultores estão plantado arroz.,BATER PORTA NÃO AONDE ELA IR ONTEM CHÁ QUER AGRICULTOR PLANTAR ARROZ [PONTO]
Eles estão felizes Eles estão felizes Quem quer chá Tenha cuidado com o Tom.,ELES FELIZ ELES FELIZ CHÁ QUER CUIDADO TOM [PONTO]
Eu assustei Tom Alguém tem de pagar o preço A minha cabeça dói O carro de Tom ficou sem gasolina.,ASSUSTAR TOM ALGUÉM PAGAR PREÇO CABEÇA DOER CARRO TOM SEM GASOLINA [PONTO]
O carro de Tom ficou sem gasolina Aonde ela foi ontem Como é que o seu filho se chama Amamos piqueniques.,CARRO TOM SEM GASOLINA AONDE ELA IR ONTEM COMO NOME SEU FILHO AMAR PIQUENIQUE [PONTO]
O cachorro parece estar com alguma doença A culpa não é minha Tenha cuidado com o Tom Eu amo a minha filha.,CACHORRO DOENTE CULPA MINHA NÃO CUIDADO TOM AMAR MEU FILHO [PONTO]
Alguém pisou no meu pé Isso demorou meses Quem quer chá Foi complicado?,ALGUÉM PISAR MEU PÉ DEMORAR MES CHÁ QUER DIFÍCIL [INTERROGAÇÃO]
Tem certeza Alguém pisou no meu pé Como é que o seu filho se chama O clima é muito úmido, com chuvas abundantes e invernos frios; os rios mais importantes são o Aracto, o Tiâmis e o Aqueronte.,CERTEZA ALGUÉM PISAR MEU PÉ COMO NOME SEU FILHO CLIMA MUITO ÚMIDO CHUVA ABUNDANTE INVERNO FRIO RIO IMPORTANTE  ARACTO TIÂMIS AQUERONTE [PONTO]
O celeiro está em chamas Quem quer chá O carro é azul O carro é azul.,CELEIRO FOGO CHÁ QUER CARRO  AZUL CARRO  AZUL [PONTO]
Como é que o seu filho se chama Cadê o meu carro Eu amo a minha filha O carro de Tom ficou sem gasolina.,COMO NOME SEU FILHO CADÊ MEU CARRO AMAR MEU FILHO CARRO TOM SEM GASOLINA [PONTO]
Agora você é adulta O clima local é tropical e normalmente muito quente e úmido Afaste-se Começo?,AGORA VOCÊ ADULTO CLIMA LOCAL TROPICAL NORMAL MUITO QUENTE ÚMIDO AFASTAR COMEÇAR [INTERROGAÇÃO]
